potential_total_value_of_award,binned_potential_value,Last Contract Modification/Ammendment,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,number_of_offers_imputed
948831.9,Med,9,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
137328,Low,4,DELAWARE,A,J066,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O,1
2211345,Med,0,MASSACHUSETTS,A,R425,C,0053: DRINKING WATER PROGRAMS,f,f,f,O,1
141371.16,Low,3,ALABAMA,D,J049,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,1
3596838.46,Med,14,NORTH CAROLINA,D,Y1DB,D,0073: HOMELAND SEC:  PROTECTION OF EPA PERSONNEL & INFRASTRUCTURE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,7
45000,Low,1,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S,1
1242525.69,Med,4,NEW HAMPSHIRE,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,t,f,S,2
153370,Low,7,NORTH CAROLINA,A,F101,A,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,1
144100,Low,3,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
2425788,Med,6,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O,4
68000000,Med,12,COLORADO,A,R429,,,f,f,f,O,3
207890.87,Low,3,VIRGINIA,A,F115,C,00A1: RCRA:  WASTE MANAGEMENT;00A2: RCRA:  WASTE MINIMIZATION & RECYCLING,f,f,f,O,2
12123.96,Low,2,OREGON,G,J043,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
1713154.46,Med,6,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
109494,Low,2,TEXAS,D,R425,C,0088: MARINE POLLUTION;00D4: SURFACE WATER PROTECTION,f,f,f,S,1
199759,Low,1,VIRGINIA,A,R499,C,0090: NEPA IMPLEMENTATION,f,f,f,O,3
136157.28,Low,2,VIRGINIA,A,7A21,A,00D8: TRI / RIGHT TO KNOW,f,f,f,O,1
2126982.9,Med,25,ILLINOIS,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,5
150000,Low,2,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S,2
615573,Med,1,MASSACHUSETTS,A,F101,A,0046: CLIMATE PROTECTION PROGRAM;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O,1
2519529.74,Med,6,OHIO,B,F108,,,f,t,f,S,1
974632.65,Med,7,VIRGINIA,A,R499,C,0000: UNKNOWN;0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,5
56209.86,Low,2,TENNESSEE,G,6830,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0099: RCRA: CORRECTIVE ACTION;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
8221051.85,Med,4,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
1444401,High,3,MARYLAND,A,R499,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;00H2: SUPERFUND: FEDERAL FACILITIES ENFORCEMENT,f,f,f,O,1
50000,Low,2,DISTRICT OF COLUMBIA,C,R499,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
12075.88,Low,0,VIRGINIA,F,6640,B,0044: CIVIL ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00D9: TRIBAL - CAPACITY BUILDING,f,f,f,S,2
904819.75,Med,4,VIRGINIA,C,D317,D,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,f,f,O,1
1267992.82,Med,3,NEW HAMPSHIRE,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
2984470.97,Med,18,ILLINOIS,A,F108,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL",f,f,f,O,1
154001.44,Low,3,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
3896550,Med,8,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
10800,Low,1,OREGON,G,J043,B,0000: UNKNOWN;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
722579,Med,3,TENNESSEE,A,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O,1
188155,Low,2,MASSACHUSETTS,A,F999,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O,1
80000,Low,2,NEVADA,C,7H20,B,00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,S,1
1717905.75,Med,21,VIRGINIA,A,D306,C,0000: UNKNOWN;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL,f,f,f,O,4
24926041.06,Med,41,NEW JERSEY,A,7050,A,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O,3
800000,High,6,CALIFORNIA,,R498,,,f,f,f,S,1
10670,Low,1,OHIO,A,Q301,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,2
128075.86,Low,3,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
1679000,Med,6,GEORGIA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
20000,Low,2,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
49103.32,Low,1,NORTH CAROLINA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
109419,Low,1,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
3577404,Med,11,PENNSYLVANIA,A,R499,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT;0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
395117,High,2,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,t,f,S,1
106450,Low,4,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
33773.63,Low,0,CALIFORNIA,F,6640,B,00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O,2
650725,Med,2,NEW YORK,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O,1
979316.2,Med,12,PENNSYLVANIA,A,R429,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
76541.1,Low,3,VIRGINIA,D,AJ11,C,00D2: SUPERFUND:  REMEDIAL;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S,1
245000,Low,1,MISSOURI,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,3
810000,Med,4,MISSOURI,A,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O,1
14999,Low,0,MASSACHUSETTS,G,DH10,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
93935.04,Low,1,OHIO,C,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
575623,Med,6,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
285396,Med,3,NORTH CAROLINA,A,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,t,f,S,1
6195257.85,Med,28,VIRGINIA,A,R499,C,"0000: UNKNOWN;0084: HUMAN HEALTH RISK ASSESSMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;3054: ENDOCRINE DISRUPTORS;3084: HUMAN HEALTH RISK ASSESSMENT",f,f,f,O,1
1164,Low,1,MINNESOTA,G,R426,B,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,O,1
268480,Med,10,MASSACHUSETTS,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
448714.81,Med,3,CALIFORNIA,A,B510,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
291858,Med,2,OHIO,D,R425,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,t,t,f,S,1
372685,Med,3,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S,1
57665,Low,1,TEXAS,F,5220,B,"0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,S,3
59880.49,Low,9,MASSACHUSETTS,G,B533,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
43993.65,Low,1,PENNSYLVANIA,A,Y1LZ,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
851715,Med,5,PENNSYLVANIA,A,R499,C,"0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
1038662,Med,8,MISSOURI,D,F999,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,S,1
87707.9,Low,0,TEXAS,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,t,f,S,2
427037.7,Med,14,VIRGINIA,D,F999,C,0000: UNKNOWN;00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S,5
3874500,Med,1,NEW YORK,A,R418,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O,5
15508.81,Low,1,CALIFORNIA,G,6640,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,1
350759.95,Med,1,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
51383.54,Low,0,FLORIDA,A,6640,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
65817.07,Low,1,DELAWARE,A,6640,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O,2
64516.11,Low,2,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
301446,Med,2,LOUISIANA,F,F999,A,0057: ENVIRONMENTAL JUSTICE;00A4: REGULATORY INNOVATION;00H3: CHILDREN & OTHER SENSITIVE POPULATIONS: AGENCY COORDINATION,t,f,f,S,1
1415826,Med,3,MASSACHUSETTS,G,F101,A,0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS,f,f,f,O,1
8383,Low,0,DISTRICT OF COLUMBIA,A,R499,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O,1
2073506.98,Med,4,OHIO,B,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
2629921.48,Med,1,MARYLAND,C,S201,D,0044: CIVIL ENFORCEMENT;0099: RCRA: CORRECTIVE ACTION;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00D8: TRI / RIGHT TO KNOW;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,O,1
105000,Low,0,OKLAHOMA,B,Z2AA,D,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,t,f,S,1
6700000,Med,6,OHIO,A,F999,,,f,f,f,O,2
13499.59,Low,0,UTAH,F,6117,B,,f,f,f,S,3
43000,Low,0,ARIZONA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S,2
7833835,Med,10,OKLAHOMA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
50484.38,Low,1,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
500000,Med,2,OKLAHOMA,,8120,,,f,f,f,S,1
109027.99,Low,2,PENNSYLVANIA,A,M1AZ,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O,1
165750,Low,0,MICHIGAN,F,B544,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
97139.19,Low,1,PENNSYLVANIA,F,6636,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S,3
3117990.61,Med,20,VIRGINIA,A,F999,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,t,t,f,S,1
17760.63,Low,0,VIRGINIA,F,H299,B,0062: FORENSICS SUPPORT,f,f,f,O,3
34074,Low,1,DISTRICT OF COLUMBIA,C,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O,1
20000,Low,0,FLORIDA,C,R499,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O,1
86665.7,Low,3,OHIO,A,AJ33,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O,1
25891.9,Low,1,VIRGINIA,F,B599,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,1
20038.43,Low,0,PENNSYLVANIA,A,7A21,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
373588,Med,2,MASSACHUSETTS,A,F999,A,0050: COMPLIANCE MONITORING,f,f,f,O,1
133858.86,Low,3,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
26880,Low,0,MARYLAND,G,T006,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S,1
19483,Low,0,VIRGINIA,A,R499,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
121020,Low,0,ILLINOIS,F,DA10,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
73327.68,Low,0,MASSACHUSETTS,F,F108,A,0052: CRIMINAL ENFORCEMENT,f,f,f,O,1
16138.47,Low,1,ILLINOIS,F,F108,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
13806517,Med,2,MARYLAND,A,R499,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O,1
249948,Low,1,CONNECTICUT,C,R425,B,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O,1
8268.89,Low,1,FLORIDA,F,J099,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,2
16674.21,Low,0,KENTUCKY,D,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,2
595344.56,Med,22,CALIFORNIA,A,F109,D,0000: UNKNOWN;0086: LUST / UST;00J6: LUST PREVENTION;1006: LUST PREVENTION,f,f,f,O,2
69172,Low,0,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O,2
566157.49,Med,0,COLORADO,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
98271.3,Low,2,OKLAHOMA,F,6630,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,S,1
582348.8,Med,6,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
591771.22,Med,1,CALIFORNIA,G,6640,B,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,1
185046,Low,1,FLORIDA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
730165.68,Med,3,VIRGINIA,A,R431,A,00F5: HUMAN RESOURCES MANAGEMENT,f,t,f,S,1
242500.26,Low,0,MASSACHUSETTS,A,J066,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O,1
19669859.93,Med,19,VIRGINIA,A,D301,,,f,f,f,O,6
63964,Low,0,GEORGIA,C,R499,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O,1
590311.92,Med,2,VIRGINIA,D,R499,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,3
33117.54,Low,1,ALABAMA,D,S218,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S,1
31201,Low,0,PENNSYLVANIA,A,R499,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O,1
5000,Low,1,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
28844.6,Low,1,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S,1
79487.62,Low,0,COLORADO,A,R425,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,S,3
1273655.4,Med,0,ALABAMA,D,R616,C,0046: CLIMATE PROTECTION PROGRAM,f,t,f,S,3
39934.2,Low,1,NEW HAMPSHIRE,G,6640,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S,1
756436.88,Med,1,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S,1
2594952.7,Med,0,VIRGINIA,A,R617,A,00F8: IT / DATA MANAGEMENT,f,t,f,S,1
24895,Low,0,NEW YORK,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S,3
99158.8,Low,2,VIRGINIA,A,U004,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,t,f,f,S,1
226555,Low,0,VIRGINIA,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
89352.86,Low,0,VIRGINIA,C,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
224992.62,Low,0,VIRGINIA,D,AJ11,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S,1
720638.06,Med,10,VIRGINIA,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S,1
266192.15,Med,3,NORTH CAROLINA,A,J036,C,0044: CIVIL ENFORCEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O,1
18516.88,Low,1,ON,F,6695,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O,1
0,Low,1,GEORGIA,F,6640,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,t,t,f,O,2
142886,Low,2,VIRGINIA,A,B504,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O,1
500904,Med,2,MICHIGAN,A,F999,C,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
40543,Low,0,OHIO,C,B533,B,00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O,1
74270.96,Low,0,MINNESOTA,A,7A21,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,O,1
64000,Low,0,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
666682,Med,11,OHIO,D,D399,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00H4: DIESEL EMISSIONS REDUCTION GRANT PROGRAM;00H5: REDUCE RISKS FROM INDOOR AIR,f,t,f,S,1
5712756.54,Med,9,COLORADO,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O,1
170140.89,Low,0,FLORIDA,D,C1DB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,t,S,3
65000,Low,6,PENNSYLVANIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
145509.45,Low,1,CALIFORNIA,G,5810,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S,1
140946.51,Low,0,PENNSYLVANIA,A,J059,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
47240.12,Low,3,CALIFORNIA,F,J074,B,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,t,f,S,1
4892282,Med,1,MASSACHUSETTS,A,F999,C,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,f,f,f,O,1
15335,Low,1,NORTH CAROLINA,A,R799,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O,1
224.28,Low,2,GEORGIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
776.38,Low,0,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
150832.82,Low,0,VIRGINIA,A,AJ11,C,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O,1
37698.83,Low,0,FLORIDA,C,J059,B,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS",f,f,f,O,1
4065814.74,Med,14,OHIO,D,D321,C,"0000: UNKNOWN;0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS);0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0086: LUST / UST;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00F8: IT / DATA MANAGEMENT",f,t,f,S,1
6543529,High,0,CALIFORNIA,A,R425,A,00D4: SURFACE WATER PROTECTION,f,f,f,O,1
400000,High,4,MISSOURI,A,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O,1
226837,Low,2,VIRGINIA,C,F999,,,f,f,f,O,1
7498511,Med,0,MASSACHUSETTS,C,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O,1
1050716.43,High,7,TEXAS,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O,1
500000,Med,0,TEXAS,A,DA10,A,00F8: IT / DATA MANAGEMENT,f,f,f,O,1
60000,Low,0,COLORADO,F,J063,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,f,S,1
15483320.35,Med,0,DISTRICT OF COLUMBIA,A,DJ01,C,00F8: IT / DATA MANAGEMENT,f,f,f,S,29
100028.24,Low,5,MASSACHUSETTS,A,F999,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O,1
53880,Low,9,MICHIGAN,F,J052,B,,f,f,f,O,3
