potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
1415826,MASSACHUSETTS,G,F101,A,0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS,f,f,f,O
8383,DISTRICT OF COLUMBIA,A,R499,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
2073506.98,OHIO,B,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
2629921.48,MARYLAND,C,S201,D,0044: CIVIL ENFORCEMENT;0099: RCRA: CORRECTIVE ACTION;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00D8: TRI / RIGHT TO KNOW;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,O
105000,OKLAHOMA,B,Z2AA,D,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,t,f,S
6700000,OHIO,A,F999,,,f,f,f,O
13499.59,UTAH,F,6117,B,,f,f,f,S
43000,ARIZONA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
7833835,OKLAHOMA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
50484.38,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
500000,OKLAHOMA,,8120,,,f,f,f,S
109027.99,PENNSYLVANIA,A,M1AZ,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
165750,MICHIGAN,F,B544,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
97139.19,PENNSYLVANIA,F,6636,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
3117990.61,VIRGINIA,A,F999,C,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,t,t,f,S
17760.63,VIRGINIA,F,H299,B,0062: FORENSICS SUPPORT,f,f,f,O
34074,DISTRICT OF COLUMBIA,C,R499,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O
20000,FLORIDA,C,R499,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
86665.7,OHIO,A,AJ33,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
25891.9,VIRGINIA,F,B599,B,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
20038.43,PENNSYLVANIA,A,7A21,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
373588,MASSACHUSETTS,A,F999,A,0050: COMPLIANCE MONITORING,f,f,f,O
133858.86,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
26880,MARYLAND,G,T006,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
19483,VIRGINIA,A,R499,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
121020,ILLINOIS,F,DA10,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
73327.68,MASSACHUSETTS,F,F108,A,0052: CRIMINAL ENFORCEMENT,f,f,f,O
16138.47,ILLINOIS,F,F108,A,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
13806517,MARYLAND,A,R499,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O
249948,CONNECTICUT,C,R425,B,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
8268.89,FLORIDA,F,J099,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
16674.21,KENTUCKY,D,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
595344.56,CALIFORNIA,A,F109,D,0000: UNKNOWN;0086: LUST / UST;00J6: LUST PREVENTION;1006: LUST PREVENTION,f,f,f,O
69172,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
566157.49,COLORADO,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
98271.3,OKLAHOMA,F,6630,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,S
582348.8,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
591771.22,CALIFORNIA,G,6640,B,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
185046,FLORIDA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
730165.68,VIRGINIA,A,R431,A,00F5: HUMAN RESOURCES MANAGEMENT,f,t,f,S
242500.26,MASSACHUSETTS,A,J066,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
19669859.93,VIRGINIA,A,D301,,,f,f,f,O
63964,GEORGIA,C,R499,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
590311.92,VIRGINIA,D,R499,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
33117.54,ALABAMA,D,S218,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
31201,PENNSYLVANIA,A,R499,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS,f,f,f,O
5000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
28844.6,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
79487.62,COLORADO,A,R425,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,S
1273655.4,ALABAMA,D,R616,C,0046: CLIMATE PROTECTION PROGRAM,f,t,f,S
39934.2,NEW HAMPSHIRE,G,6640,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
756436.88,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
2594952.7,VIRGINIA,A,R617,A,00F8: IT / DATA MANAGEMENT,f,t,f,S
24895,NEW YORK,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
99158.8,VIRGINIA,A,U004,A,00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,t,f,f,S
226555,VIRGINIA,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
89352.86,VIRGINIA,C,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
224992.62,VIRGINIA,D,AJ11,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
720638.06,VIRGINIA,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S
266192.15,NORTH CAROLINA,A,J036,C,0044: CIVIL ENFORCEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C9: SUPERFUND:  FEDERAL FACILITIES;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
18516.88,ON,F,6695,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
0,GEORGIA,F,6640,B,0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,t,t,f,O
142886,VIRGINIA,A,B504,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
500904,MICHIGAN,A,F999,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
40543,OHIO,C,B533,B,00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
74270.96,MINNESOTA,A,7A21,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,O
64000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
666682,OHIO,D,D399,C,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00H4: DIESEL EMISSIONS REDUCTION GRANT PROGRAM;00H5: REDUCE RISKS FROM INDOOR AIR,f,t,f,S
5712756.54,COLORADO,A,F999,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
170140.89,FLORIDA,D,C1DB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,t,S
65000,PENNSYLVANIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
145509.45,CALIFORNIA,G,5810,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
140946.51,PENNSYLVANIA,A,J059,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
47240.12,CALIFORNIA,F,J074,B,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,t,f,S
4892282,MASSACHUSETTS,A,F999,C,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF;0081: INFRASTRUCTURE ASSISTANCE:? DRINKING WATER SRF,f,f,f,O
15335,NORTH CAROLINA,A,R799,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
224.28,GEORGIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
776.38,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
150832.82,VIRGINIA,A,AJ11,C,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY,f,f,f,O
37698.83,FLORIDA,C,J059,B,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS",f,f,f,O
4065814.74,OHIO,D,D321,C,"0000: UNKNOWN;0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS);0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0086: LUST / UST;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00F8: IT / DATA MANAGEMENT",f,t,f,S
6543529,CALIFORNIA,A,R425,A,00D4: SURFACE WATER PROTECTION,f,f,f,O
400000,MISSOURI,A,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
226837,VIRGINIA,C,F999,,,f,f,f,O
7498511,MASSACHUSETTS,C,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
1050716.43,TEXAS,A,R425,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
500000,TEXAS,A,DA10,A,00F8: IT / DATA MANAGEMENT,f,f,f,O
60000,COLORADO,F,J063,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,f,S
15483320.35,DISTRICT OF COLUMBIA,A,DJ01,C,00F8: IT / DATA MANAGEMENT,f,f,f,S
100028.24,MASSACHUSETTS,A,F999,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
53880,MICHIGAN,F,J052,B,,f,f,f,O
17799038.67,VIRGINIA,A,R408,C,"0000: UNKNOWN;0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0084: HUMAN HEALTH RISK ASSESSMENT;00C7: SUPERFUND: ENFORCEMENT;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY;1106: RESEARCH: AIR, CLIMATE AND ENERGY;1107: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;1108: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES;1109: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY;3072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;3084: HUMAN HEALTH RISK ASSESSMENT",f,f,f,O
13880.44,FLORIDA,G,J066,B,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
19920,VIRGINIA,A,DA01,A,0050: COMPLIANCE MONITORING,f,f,f,S
224205,DELAWARE,A,J066,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY",f,f,f,O
46170,TEXAS,G,6695,B,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
0,VIRGINIA,A,F999,,,f,f,f,S
1239000,VIRGINIA,A,U004,,,t,f,f,S
50571.7,VIRGINIA,A,6640,C,0011: CATEGORICAL GRANT:  HAZARDOUS WASTE FINANCIAL ASSISTANCE,t,t,f,S
1742649.05,VIRGINIA,A,R617,A,00F8: IT / DATA MANAGEMENT,f,t,f,S
134182,NORTH CAROLINA,A,6640,C,0044: CIVIL ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,S
33067.03,MARYLAND,D,F103,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,S
2088000,WASHINGTON,F,B599,,,f,f,f,S
1090000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
250000,VIRGINIA,A,8415,A,"00G2: AUDITS, EVALUATIONS, AND INVESTIGATIONS",f,f,f,S
13845,COLORADO,G,6640,B,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,S
10242.59,ALABAMA,D,R699,C,00F8: IT / DATA MANAGEMENT,f,f,f,S
45516.18,VIRGINIA,C,D319,B,0000: UNKNOWN;0044: CIVIL ENFORCEMENT;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION,f,f,f,S
1521121.13,VIRGINIA,D,DA10,C,"00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS",f,f,f,S
111000000,MISSOURI,D,F999,,,f,f,f,S
740873.85,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
35317156.84,VIRGINIA,C,R702,D,00A1: RCRA:  WASTE MANAGEMENT,f,t,f,S
17393.15,VIRGINIA,A,4110,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
3383000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
37356.84,MARYLAND,F,6640,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,O
1786823.05,NEW JERSEY,D,F103,C,00D2: SUPERFUND:  REMEDIAL,t,t,f,S
0,NEW YORK,C,7630,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
177530,MARYLAND,F,H299,B,0044: CIVIL ENFORCEMENT,f,f,f,O
66609.32,COLORADO,D,R425,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,S
222436.49,VIRGINIA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
588900.6,OHIO,D,R499,C,0000: UNKNOWN;0062: FORENSICS SUPPORT,f,t,f,S
683096.63,NORTH CAROLINA,A,R799,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
99996.17,CALIFORNIA,D,AJ11,D,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,t,f,S
40879,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
3445824,OHIO,B,R604,D,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,t,f,S
1321330,NORTH CAROLINA,A,R499,C,0045: CLEAN AIR ALLOWANCE TRADING PROGRAMS;0046: CLIMATE PROTECTION PROGRAM;00NE: LOW EMISSIONS ELECTRIC,f,f,f,O
1285988.47,TEXAS,C,1140,D,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
70135.44,MICHIGAN,F,AJ11,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,O
577118.2,MARYLAND,D,R605,C,00C7: SUPERFUND: ENFORCEMENT,f,t,f,S
2829022.68,CALIFORNIA,A,B510,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
1343.4,DELAWARE,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
48923.65,FLORIDA,G,J066,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
20194.92,TEXAS,F,J075,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
9240000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
581184,PENNSYLVANIA,F,X1LZ,B,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
380000,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
59227.95,VIRGINIA,D,DA10,C,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,t,t,S
44950,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
2069231.34,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
6748077.48,ALABAMA,D,R408,C,0043: BROWNFIELDS;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00J7: GREAT LAKES RESTORATION,f,t,f,S
23015470,MASSACHUSETTS,A,R407,D,00D4: SURFACE WATER PROTECTION;0404: SURFACE WATER PROTECTION;3053: DRINKING WATER PROGRAMS,f,f,f,S
20722596.64,VIRGINIA,D,F108,C,00C9: SUPERFUND:  FEDERAL FACILITIES,f,f,f,S
807165.59,MISSOURI,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
249411,MARYLAND,D,C1DB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
2024320.78,VIRGINIA,A,R499,A,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;3073: HOMELAND SECURITY:  PROTECTION OF EPA PERSONNEL AND INFRASTRUCTURE,f,f,f,O
100000,DISTRICT OF COLUMBIA,G,U099,B,"0044: CIVIL ENFORCEMENT;0046: CLIMATE PROTECTION PROGRAM;0053: DRINKING WATER PROGRAMS;0057: ENVIRONMENTAL JUSTICE;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;0097: RADIATION:  PROTECTION;00A1: RCRA:  WASTE MANAGEMENT;00C2: SCIENCE POLICY AND BIOTECHNOLOGY;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
55000,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
342939,NORTH CAROLINA,A,F101,A,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
28935.87,COLORADO,A,R408,C,0099: RCRA: CORRECTIVE ACTION,f,f,f,S
1029000,MISSOURI,D,F108,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,S
43670579.65,GEORGIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
4103892.31,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
16202.27,MICHIGAN,F,J066,B,0046: CLIMATE PROTECTION PROGRAM,f,f,f,S
97398.82,NEW JERSEY,F,J066,B,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0053: DRINKING WATER PROGRAMS;0057: ENVIRONMENTAL JUSTICE;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00J7: GREAT LAKES RESTORATION,f,f,f,S
246998.84,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
18792,CALIFORNIA,C,7030,B,0000: UNKNOWN;0050: COMPLIANCE MONITORING;0407: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM,f,f,f,O
625575.59,CALIFORNIA,A,B510,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
144406.08,VIRGINIA,A,Z1AB,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
1742645.54,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
21197.36,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
3365700,NEW YORK,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
1504020.27,ILLINOIS,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
48077.31,MASSACHUSETTS,C,J066,B,0044: CIVIL ENFORCEMENT;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL;00D4: SURFACE WATER PROTECTION;00J7: GREAT LAKES RESTORATION,f,f,f,O
3390315.07,VIRGINIA,A,F999,C,0079: BROWNFIELDS PROJECTS,f,f,f,O
161070.93,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
9000000,VIRGINIA,D,R425,,0000: UNKNOWN;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S
118255.49,VIRGINIA,A,B504,C,0011: CATEGORICAL GRANT:  HAZARDOUS WASTE FINANCIAL ASSISTANCE;0099: RCRA: CORRECTIVE ACTION,f,f,f,O
1892084.01,VIRGINIA,A,R499,A,0073: HOMELAND SEC:  PROTECTION OF EPA PERSONNEL & INFRASTRUCTURE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
74859.95,PENNSYLVANIA,A,M1AZ,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
18815.19,NORTH CAROLINA,G,6640,B,0044: CIVIL ENFORCEMENT,f,f,f,O
200000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
254380,COLORADO,F,F999,A,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
9986.64,CALIFORNIA,A,7490,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,t,f,f,S
119504,MASSACHUSETTS,A,F999,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL",f,f,f,O
2700000,MISSOURI,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
56412.85,MARYLAND,F,6830,B,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
1000312.01,ILLINOIS,F,7644,B,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT;0608: IT / DATA MANAGEMENT,f,f,f,O
5474776.83,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
7691340.45,MARYLAND,D,F999,,,f,f,f,S
547680,PENNSYLVANIA,F,M1LZ,B,0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,O
399395,VIRGINIA,A,B528,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
